symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
SNT,32,Status,"$198,836,510 ",$0.057294,"3,470,483,788",*,"$18,365,100",-0.54%,6.66%
PAC,853,Paccoin,? ,$1.4e-07,?,"$1,964",-0.08%,-16.90%,-1.40%
MAD,643,SatoshiMadness,"$55,799 ",$0.000028,"2,000,683,485",*,Low Vol,0.17%,2.70%
LAZ,888,Lazaruscoin,? ,$0.000753,?,*,Low Vol,0.17%,26.04%
AXF,816,AxFunds,? ,$0.080409,?,"$60,721",-5.66%,7.56%,1.00%
FFC,857,FireFlyCoin,? ,$0.000139,?,"$1,654",0.14%,-11.28%,8.92%
GAIN,1026,UGAIN,? ,$0.000332,?,Low Vol,?,6.15%,-6.36%
GUC,900,GoldUnionCoin,? ,$1.98,?,*,Low Vol,0.17%,-1.84%
MGM,794,Magnum,"$1,119 ",$0.000298,"3,748,685",Low Vol,?,?,-84.79%
CNNC,645,Cannation,"$52,432 ",$0.021168,"2,476,893",Low Vol,0.17%,-30.60%,-42.70%
EVO,441,Evotion,"$73,102 ",$0.029605,"2,469,220","$2,338",-0.91%,-20.57%,-12.24%
DTB,129,Databits,"$14,555,526 ",$0.639865,"22,747,809",*,"$57,499",-1.02%,10.78%
CME,1009,Cashme,? ,$0.000027,?,**,Low Vol,?,0.69%
TSE,536,Tattoocoin (S...,"$209,419 ",$0.002316,"90,421,856",*,Low Vol,0.72%,6.63%
GUN,586,Guncoin,"$99,248 ",$0.000530,"187,335,478",Low Vol,0.17%,21.93%,-9.64%
GUP,158,Matchpool,"$10,200,825 ",$0.136011,"75,000,000",*,"$128,661",1.21%,13.03%
PCN,916,PeepCoin,? ,$3.8e-07,?,*,Low Vol,-0.35%,-65.81%
TYCHO,854,Tychocoin,? ,$0.132419,?,"$1,810",0.05%,6.82%,-0.58%
CARBON,499,Carboncoin,"$429,279 ",$0.000028,"15,391,975,044",Low Vol,0.17%,-48.65%,-46.23%
YBC,114,YbCoin,"$17,222,784 ",$5.70,"3,020,471",*,"$329,995",-1.09%,3.25%
XBG,890,BTCGold,? ,$0.002343,?,Low Vol,0.14%,-68.63%,-92.78%
BET,952,BetaCoin,? ,$0.001107,?,Low Vol,0.14%,-56.65%,?
CMP,63,Compcoin,"$50,355,064 ",$13.93,"3,615,825","$19,350",0.05%,?,?
HUC,290,HunterCoin,"$1,783,418 ",$0.096108,"18,556,340","$32,384",0.93%,-0.02%,8.60%
PEPE,321,PepeCoin,"$1,223,075 ",$0.086532,"14,134,320","$26,939",-1.46%,1.50%,-15.32%
LSK,25,Lisk,"$226,408,323 ",$2.05,"110,461,405",*,"$3,669,040",0.10%,0.21%
VGC,948,VegasCoin,? ,$0.000223,?,Low Vol,0.17%,14.27%,-3.18%
XBTS,749,Beatcoin,"$13,565 ",$0.008897,"1,524,686",Low Vol,0.16%,-33.25%,-45.36%
TTC,442,TittieCoin,"$71,346 ",$0.000057,"1,259,816,434",$731,0.13%,-30.39%,-48.27%
REP,33,Augur,"$194,513,000 ",$17.68,"11,000,000",*,"$2,884,530",0.22%,0.55%
SPORT,959,SportsCoin,? ,$0.000892,?,*,Low Vol,0.14%,-17.84%
VLT,551,Veltor,"$165,890 ",$0.298979,"554,855",Low Vol,24.82%,28.64%,-0.29%
GRT,594,Grantcoin,"$89,710 ",$0.002139,"41,942,760",*,Low Vol,0.09%,256.48%
GRS,182,Groestlcoin,"$7,914,302 ",$0.116235,"68,088,806","$204,614",1.55%,-1.44%,-19.11%
BLZ,717,BlazeCoin,"$21,705 ",$0.000036,"608,557,394",Low Vol,0.00%,9.78%,-25.70%
BLU,494,BlueCoin,"$477,191 ",$0.000830,"574,683,675",Low Vol,-0.75%,-0.97%,-25.94%
PEPECASH,187,Pepe Cash,"$7,492,822 ",$0.010675,"701,884,009",*,"$2,952",0.06%,-0.75%
1337,297,1337,"$1,739,708 ",$0.000075,"23,270,005,791",*,"$3,770",-2.58%,-3.16%
MARS,651,Marscoin,"$45,745 ",$0.001618,"28,279,074",Low Vol,0.17%,0.97%,-17.15%
DOLLAR,748,Dollar Online,"$13,896 ",$0.018714,"742,531",Low Vol,0.16%,-2.94%,-39.42%
FLAX,631,Flaxscript,"$61,484 ",$0.011081,"5,548,409",Low Vol,-13.59%,-30.36%,-33.17%
GBRC,905,Global Busine...,? ,$0.000056,?,Low Vol,0.17%,2.70%,-15.30%
SC,23,Siacoin,"$264,038,989 ",$0.009330,"28,300,180,854","$6,672,070",0.17%,8.19%,13.07%
FTC,163,Feathercoin,"$9,586,884 ",$0.056416,"169,932,600","$1,272,440",0.59%,11.27%,6.05%
GRE,477,Greencoin,"$1,201,109 ",$0.000371,"3,238,084,641",*,Low Vol,0.14%,102.89%
GRC,132,GridCoin,"$14,074,951 ",$0.036061,"390,312,753","$129,926",-0.08%,12.20%,6.99%
BLK,100,BlackCoin,"$20,910,917 ",$0.274097,"76,290,206",*,"$582,303",-0.04%,7.52%
WGR,140,Wagerr,"$12,588,899 ",$0.068792,"183,000,000",*,"$23,498",-2.24%,-0.54%
SPRTS,300,Sprouts,"$1,695,495 ",$0.000005,"312,373,541,180",*,"$1,569",12.06%,173.39%
BLC,557,Blakecoin,"$151,454 ",$0.010015,"15,122,697",Low Vol,0.18%,7.11%,-25.68%
DCRE,996,DeltaCredits,? ,$0.064991,?,*,Low Vol,?,0.51%
MG,843,Mind Gene,? ,$0.011714,?,"$6,154",0.17%,0.31%,-6.46%
XCO,444,X-Coin,"$55,611 ",$0.004490,"12,384,976",*,$785,0.17%,2.04%
CBD,940,CBD Crystals,? ,$0.001227,?,*,Low Vol,2.50%,34.60%
SHA,874,SHACoin,? ,$0.000920,?,$586,-8.18%,12.97%,14.76%
MARX,922,MarxCoin,? ,$0.000697,?,Low Vol,0.17%,-1.43%,-18.55%
MXT,497,MarteXcoin,"$438,669 ",$0.160147,"2,739,167",Low Vol,?,1.69%,11.23%
MI,422,Xiaomicoin,"$143,583 ",$0.000354,"406,141,855",*,"$4,798",0.03%,-3.77%
RADS,136,Radium,"$13,425,608 ",$4.05,"3,311,825",*,"$60,091",0.38%,2.44%
PRES,865,President Trump,? ,$0.004875,?,*,"$1,097",0.17%,-6.97%
EMC2,141,Einsteinium,"$12,544,148 ",$0.059091,"212,286,335","$2,007,700",2.55%,36.24%,7.48%
CBX,353,Crypto Bullion,"$739,800 ",$0.740474,"999,089",$776,0.14%,-2.90%,5.08%
HLB,803,Lepaoquan,? ,$0.027414,?,*,"$1,525,420",-2.20%,6.74%
GB,552,GoldBlocks,"$161,879 ",$0.010792,"15,000,049",Low Vol,0.11%,24.57%,1.06%
ATCC,805,ATC Coin,? ,$0.133004,?,"$408,115",3.75%,4.73%,0.88%
LKC,934,LinkedCoin,? ,$0.000084,?,Low Vol,0.17%,-22.97%,-55.55%
DON,927,Donationcoin,? ,$0.000335,?,**,Low Vol,0.17%,-0.38%
FJC,357,FujiCoin,"$704,109 ",$0.000676,"1,041,584,699","$56,227",1.30%,18.09%,22.70%
CRYPT,532,CryptCoin,"$219,253 ",$0.036257,"6,047,236",Low Vol,0.17%,-20.01%,-57.28%
NETKO,340,Netko,"$876,787 ",$0.247726,"3,539,340","$4,507",-0.13%,10.16%,-5.43%
GLC,481,GlobalCoin,"$926,979 ",$0.014224,"65,171,010",Low Vol,0.17%,-16.73%,-23.18%
GLD,234,GoldCoin,"$3,977,369 ",$0.098445,"40,402,068","$11,187",0.55%,10.04%,6.29%
FUCK,296,FuckToken,"$1,742,267 ",$0.040336,"43,193,633",*,"$34,822",-8.63%,-4.30%
SUMO,396,Sumokoin,"$312,692 ",$0.301238,"1,038,023","$3,134",0.17%,1.11%,-1.14%
CTO,456,Crypto,"$21,441 ",$0.002008,"10,677,600",$743,0.17%,73.65%,33.02%
GLT,432,GlobalToken,"$100,682 ",$0.004545,"22,150,300","$1,142",-1.70%,8.80%,-29.16%
DOT,281,Dotcoin,"$2,076,604 ",$0.008660,"239,780,750",*,"$30,402",0.30%,30.84%
REE,527,ReeCoin,"$259,734 ",$0.021001,"12,367,704",Low Vol,0.17%,-21.34%,-34.90%
CLAM,175,Clams,"$8,438,375 ",$3.31,"2,550,630",*,"$500,281",-0.10%,2.91%
FCT,36,Factom,"$167,321,282 ",$19.12,"8,753,219",*,"$1,591,630",0.74%,-0.33%
CONX,746,Concoin,"$14,302 ",$0.019216,"744,266",Low Vol,?,0.81%,-32.33%
QTUM,14,Qtum,"$458,357,430 ",$7.77,"59,000,000",*,"$33,886,800",-1.41%,21.90%
FUZZ,675,FuzzBalls,"$36,101 ",$0.007474,"4,829,945",Low Vol,0.16%,36.12%,66.53%
BITEUR,429,bitEUR,"$113,761 ",$1.24,"91,436",*,"$1,182",0.21%,4.14%
INPAY,307,InPay,"$1,585,840 ",$0.158584,"10,000,000",*,"$63,603",0.46%,13.15%
FCN,501,Fantomcoin,"$427,210 ",$0.069725,"6,127,101",Low Vol,0.14%,1.65%,-2.07%
BSC,764,BowsCoin,"$9,866 ",$0.001778,"5,550,102",Low Vol,?,0.71%,-30.33%
BTU,818,Bitcoin Unlim...,? ,$249.00,?,"$46,685",0.00%,-8.74%,9.52%
FC2,545,FuelCoin,"$184,001 ",$0.001813,"101,498,696",**,Low Vol,0.17%,25.95%
RICHX,1021,RichCoin,? ,$0.004373,?,Low Vol,?,0.02%,3.44%
IFLT,832,InflationCoin,? ,$0.000056,?,*,"$14,070",0.13%,7.33%
JET,516,JetCoin,"$303,819 ",$0.198042,"1,534,115",*,Low Vol,0.46%,-11.23%
ZMC,734,ZetaMicron,"$16,743 ",$0.000028,"600,344,291",*,Low Vol,0.17%,-48.65%
AUM,706,Alexium,"$25,375 ",$0.001250,"20,297,336",*,Low Vol,?,2.30%
LTC,5,Litecoin,"$2,255,284,233 ",$43.12,"52,305,057","$94,011,600",0.09%,1.94%,2.38%
LTB,541,LiteBar,"$194,804 ",$0.278307,"699,961",Low Vol,0.09%,2.67%,-6.85%
UNITY,116,SuperNET,"$16,924,366 ",$20.74,"816,061",*,$779,-0.37%,-8.29%
AUR,225,Auroracoin,"$4,460,509 ",$0.515181,"8,658,139",**,"$4,246",-0.17%,3.40%
XTC,335,TileCoin,"$1,019,800 ",$0.010198,"100,000,000",*,"$48,500",0.44%,3.58%
SPACE,624,SpaceCoin,"$65,422 ",$0.003492,"18,734,913",Low Vol,3.00%,0.34%,-24.50%
1ST,53,FirstBlood,"$67,966,885 ",$0.794392,"85,558,371",*,"$7,494,760",-2.21%,10.58%
XTO,525,Tao,"$262,116 ",$0.008618,"30,415,051",Low Vol,-8.40%,-46.54%,-72.35%
CAT,584,Catcoin,"$100,206 ",$0.017180,"5,832,650",Low Vol,0.14%,-12.50%,-37.48%
611,669,SixEleven,"$37,866 ",$0.090430,"418,737",Low Vol,4.26%,3.32%,3.99%
ALL,629,Allion,"$62,243 ",$0.010040,"6,199,359",Low Vol,0.17%,2.70%,27.26%
EDG,73,Edgeless,"$38,230,452 ",$0.465962,"82,046,288",*,"$358,216",0.75%,1.93%
CTIC2,459,Coimatic 2.0,"$16,231 ",$0.007400,"2,193,500","$1,179",0.23%,18.90%,-48.74%
RCN,972,Rcoin,? ,$0.000028,?,Low Vol,0.17%,?,-40.37%
RLC,76,iExec RLC,"$35,121,111 ",$0.444173,"79,070,793",*,"$162,156",0.17%,7.96%
EDR,110,E-Dinar Coin,"$19,530,872 ",$0.022039,"886,211,988","$259,771",2.03%,-18.70%,-11.67%
SH,730,Shilling,"$17,687 ",$0.004574,"3,866,850",*,Low Vol,0.14%,50.39%
SBD,241,Steem Dollars,"$3,488,163 ",$0.968843,"3,600,339",*,"$29,733",1.53%,3.10%
WAVES,17,Waves,"$386,943,000 ",$3.87,"100,000,000",*,"$4,655,380",0.57%,10.71%
PUT,242,PutinCoin,"$3,475,465 ",$0.017328,"200,565,864","$1,939",0.19%,-3.27%,-3.42%
RLT,331,RouletteToken,"$1,072,230 ",$0.106240,"10,092,527",*,"$7,766",-1.14%,-8.43%
ALT,337,Altcoin,"$947,683 ",$7.76,"122,175",*,"$1,622",-0.11%,6.03%
LMC,169,LoMoCoin,"$9,090,533 ",$0.042801,"212,390,660",*,"$196,818",-1.27%,9.36%
ORB,345,Orbitcoin,"$804,926 ",$0.268202,"3,001,194",$712,0.13%,6.49%,10.31%
BAC,977,BitAlphaCoin,? ,$0.002482,?,Low Vol,31.10%,36.43%,48.88%
I0C,342,I0Coin,"$844,911 ",$0.040273,"20,979,646","$1,238",0.12%,14.17%,0.61%
BAT,909,BatCoin,? ,$9.5e-07,?,Low Vol,-11.98%,-24.30%,-44.26%
FUTC,949,FutCoin,? ,$0.000697,?,Low Vol,0.13%,2.70%,99.45%
OMNI,111,Omni,"$18,184,371 ",$32.50,"559,452",*,"$255,178",-2.29%,-3.13%
TOR,589,Torcoin,"$96,731 ",$0.305937,"316,179",Low Vol,-0.05%,-1.43%,-14.98%
MGO,48,MobileGo,"$87,953,858 ",$0.916914,"95,923,781",*,"$279,513",-0.79%,9.50%
XHI,387,HiCoin,"$390,882 ",$0.002060,"189,729,990","$142,116",2.01%,-14.09%,-32.70%
CAP,555,Bottlecaps,"$157,369 ",$0.000976,"161,216,380",Low Vol,-2.64%,-0.15%,-8.69%
ERY,445,Eryllium,"$53,303 ",$0.011467,"4,648,474","$1,531",-0.52%,1.91%,-11.67%
BAY,97,BitBay,"$24,419,757 ",$0.024234,"1,007,644,354",*,"$67,553",1.10%,5.28%
OS76,754,OsmiumCoin,"$12,467 ",$0.013945,"894,026",Low Vol,0.17%,?,?
ERC,294,EuropeCoin,"$1,763,310 ",$0.178467,"9,880,313","$5,872",0.14%,7.57%,-4.18%
AXIOM,945,Axiom,? ,$0.005493,?,Low Vol,0.05%,3.20%,4.26%
CAB,722,Cabbage,"$19,621 ",$0.001869,"10,499,996",*,Low Vol,0.14%,4.26%
STEX,879,STEX,? ,$0.319063,?,*,$501,?,?
TOA,170,ToaCoin,"$8,963,748 ",$0.005340,"1,678,475,628","$54,587",1.78%,0.93%,1.25%
VAL,588,Valorbit,"$96,884 ",$0.000028,"3,473,817,154",Low Vol,0.17%,2.70%,3.68%
DASHS,920,Dashs,? ,$0.017933,?,Low Vol,0.17%,-0.93%,-3.43%
GP,806,Goldpay Coin,? ,$0.006104,?,*,"$236,667",0.51%,0.71%
BTG,915,Bitgem,? ,$1.20,?,Low Vol,0.14%,94.06%,-17.94%
CVC,58,Civic,"$58,608,520 ",$0.172378,"340,000,000",*,"$815,005",-0.63%,7.65%
PASL,565,Pascal Lite,"$132,281 ",$0.047998,"2,755,950",Low Vol,-0.62%,3.93%,-32.83%
DYN,259,Dynamic,"$2,793,542 ",$1.59,"1,757,254",*,"$13,433",6.50%,-2.86%
TODAY,919,TodayCoin,? ,$0.001869,?,Low Vol,0.17%,1.19%,?
BTCR,685,Bitcurrency,"$32,668 ",$0.000193,"169,598,616",*,Low Vol,-0.09%,-66.74%
PTOY,151,Patientory,"$11,533,130 ",$0.164759,"70,000,000",*,"$306,576",-4.28%,12.94%
AIB,1008,Advanced Inte...,? ,$0.003397,?,**,Low Vol,?,2.55%
DNT,819,district0x,? ,$0.017485,?,*,"$46,037",11.37%,?
DIBC,695,DIBCOIN,"$29,205 ",$0.005841,"5,000,000",*,Low Vol,0.60%,-56.04%
XOT,862,Internet of T...,? ,$836.70,?,*,"$1,481",0.17%,2.70%
ABC,867,Alphabit,? ,$9.62,?,*,$916,0.17%,2.70%
WCT,147,Waves Communi...,"$11,757,107 ",$1.47,"7,997,270",*,"$5,257",0.43%,-0.42%
BTB,373,BitBar,"$488,908 ",$14.54,"33,629","$1,001",-1.03%,-11.27%,28.83%
RAIN,327,Condensate,"$1,151,807 ",$0.022736,"50,659,382","$21,534",7.61%,37.50%,13.43%
KNC,681,KingN Coin,"$33,262 ",$16.59,"2,005",*,Low Vol,28.98%,32.24%
NEOS,139,NeosCoin,"$12,663,415 ",$3.69,"3,431,569","$204,947",0.16%,8.22%,14.20%
STV,436,Sativacoin,"$90,838 ",$0.012829,"7,080,521",$553,0.17%,-1.53%,-7.74%
SCORE,420,Scorecoin,"$159,029 ",$0.005902,"26,946,000","$1,787",1.18%,19.31%,-23.48%
ZRC,257,ZrCoin,"$2,894,254 ",$1.19,"2,441,358",*,"$41,306",0.38%,8.67%
XOC,738,Xonecoin,"$16,399 ",$0.039046,"420,000",*,Low Vol,0.16%,11.11%
CREA,472,Creativecoin,"$1,781,906 ",$0.167337,"10,648,610",Low Vol,0.17%,3.11%,-20.29%
FXE,826,FuturXe,? ,$1.12,?,*,"$19,653",3.14%,2.76%
ABY,248,ArtByte,"$3,160,082 ",$0.004003,"789,479,650",**,"$25,221",2.87%,5.66%
EXCL,254,ExclusiveCoin,"$2,920,458 ",$0.699348,"4,175,972","$86,892",4.12%,16.07%,9.52%
XPD,614,PetroDollar,"$74,960 ",$0.001171,"63,993,275",Low Vol,0.17%,-5.39%,0.87%
OPES,966,Opescoin,? ,$0.000809,?,Low Vol,0.17%,-14.90%,-31.93%
CACH,750,CacheCoin,"$13,455 ",$0.003207,"4,195,132",Low Vol,0.17%,-69.72%,-82.88%
SMART,218,SmartCash,"$4,843,096 ",$0.030348,"159,583,249",*,"$2,975",-2.18%,90.19%
ATX,637,Artex Coin,"$58,605 ",$0.003123,"18,765,815",Low Vol,0.05%,19.75%,-3.92%
CFI,143,Cofound.it,"$12,340,313 ",$0.098723,"125,000,000",*,"$251,205",0.40%,1.93%
JINN,199,Jinn,"$6,555,481 ",$111.67,"58,703",*,"$2,792",-0.52%,?
XCT,605,C-Bit,"$81,973 ",$0.000565,"145,027,750",Low Vol,0.19%,-9.93%,-54.50%
IVZ,980,InvisibleCoin,? ,$0.307848,?,*,Low Vol,0.17%,13.34%
CFT,352,CryptoForecast,"$753,075 ",$0.016371,"46,000,000",*,$516,0.17%,-2.21%
CALC,799,CaliphCoin,$104 ,$0.001194,"87,140",Low Vol,0.17%,-0.92%,-57.43%
PND,324,Pandacoin,"$1,189,841 ",$0.000037,"32,514,916,898","$1,323",-0.14%,26.31%,-15.83%
PIGGY,522,Piggycoin,"$273,193 ",$0.000564,"484,371,001",Low Vol,-0.28%,2.42%,-13.76%
VPRC,721,VapersCoin,"$19,965 ",$0.000026,"780,124,964",Low Vol,0.15%,143.44%,-3.83%
STEPS,703,Steps,"$25,972 ",$0.001394,"18,625,017",*,Low Vol,0.14%,-8.30%
ECOB,123,Ecobit,"$15,738,711 ",$0.035412,"444,444,444",*,"$23,424",0.05%,3.16%
ROYAL,896,RoyalCoin,? ,$0.000319,?,Low Vol,0.13%,-69.27%,-72.60%
FNC,279,FinCoin,"$2,082,790 ",$0.161724,"12,878,667",*,"$65,311",0.05%,9.30%
LIR,760,LetItRide,"$10,934 ",$0.000307,"35,639,104",*,Low Vol,37.67%,25.52%
GPU,616,GPU Coin,"$72,389 ",$0.001788,"40,477,042",Low Vol,1.15%,-10.45%,-26.30%
EGC,310,EverGreenCoin,"$1,559,685 ",$0.117082,"13,321,301","$21,036",3.14%,13.13%,20.68%
MNY,817,Monkey,? ,$0.009098,?,*,"$53,694",0.07%,?
ZNY,626,Bitzeny,"$63,266 ",$0.000837,"75,614,500",Low Vol,11.30%,2.70%,-3.87%
GAP,625,Gapcoin,"$63,856 ",$0.005662,"11,278,684",Low Vol,0.17%,3.72%,-7.98%
MIU,931,MIYUCoin,? ,$0.000028,?,Low Vol,0.17%,2.68%,4.46%
MBRS,315,Embers,"$1,462,900 ",$0.029258,"50,000,000",*,"$3,507",-0.92%,-10.84%
IMPS,757,ImpulseCoin,"$11,858 ",$0.000586,"20,245,510",Low Vol,0.17%,26.87%,-7.49%
BITOK,810,Bitok,? ,$0.005465,?,*,"$136,929",-0.80%,-42.12%
SAN,135,Santiment Net...,"$13,514,967 ",$0.230152,"58,721,917",*,"$693,334",1.21%,17.47%
PRC,427,PRCoin,"$124,427 ",$0.010793,"11,528,000",**,"$14,756",-2.88%,1.26%
COAL,682,BitCoal,"$33,000 ",$0.007333,"4,500,000",Low Vol,0.05%,0.14%,-2.87%
MEOW,673,Kittehcoin,"$36,255 ",$0.000002,"23,905,669,976",Low Vol,-0.07%,-10.81%,-12.16%
STRAT,11,Stratis,"$592,034,042 ",$6.01,"98,489,314",*,"$10,319,900",-0.59%,7.51%
PLBT,128,Polybius,"$14,786,616 ",$3.92,"3,772,587",*,"$38,095",-0.03%,-3.71%
PUTIC,670,Putin Classic,"$37,524 ",$0.001098,"34,181,844",Low Vol,?,1.06%,-34.31%
VIDZ,548,PureVidz,"$172,117 ",$0.001374,"125,267,126",*,Low Vol,0.14%,3.39%
LBC,83,LBRY Credits,"$32,481,036 ",$0.474006,"68,524,524","$1,960,400",0.36%,-3.40%,25.85%
XZC,98,ZCoin,"$23,016,289 ",$8.56,"2,690,214","$673,767",0.84%,14.02%,22.56%
RC,484,RussiaCoin,"$835,728 ",$0.101714,"8,216,446",Low Vol,0.17%,87.28%,5.15%
XAUR,87,Xaurum,"$28,396,546 ",$0.223400,"127,110,768",*,"$183,059",2.09%,5.63%
PRX,710,Printerium,"$24,667 ",$0.002087,"11,821,728",Low Vol,-0.08%,20.67%,-3.32%
BLRY,678,BillaryCoin,"$35,075 ",$0.003905,"8,983,158",Low Vol,0.17%,-4.36%,-46.50%
V,503,Version,"$390,828 ",$0.000871,"448,793,144",Low Vol,0.18%,-12.30%,-33.08%
CHC,193,ChainCoin,"$7,260,278 ",$0.478096,"15,185,817","$72,765",-1.53%,4.61%,-35.19%
XID,1001,International...,? ,$0.008696,?,Low Vol,?,?,-33.93%
URC,635,Unrealcoin,"$59,948 ",$0.008534,"7,024,402",Low Vol,0.16%,-23.00%,12.88%
MRT,362,Miners' Rewar...,"$616,548 ",$0.061655,"10,000,000",*,"$3,056",0.52%,-17.07%
URO,453,Uro,"$32,998 ",$0.027332,"1,207,310","$1,066",0.17%,9.75%,?
GSR,938,GeyserCoin,? ,$0.027883,?,Low Vol,-28.54%,-8.08%,4.44%
QBC,979,Quebecoin,? ,$0.000837,?,Low Vol,25.21%,31.26%,17.18%
NEVA,649,NevaCoin,"$46,866 ",$0.022813,"2,054,335",Low Vol,0.17%,6.55%,-15.07%
020,540,020LondonCoin,"$200,364 ",$0.000001,"155,727,840,248",Low Vol,0.12%,205.96%,?
KEK,354,KekCoin,"$728,298 ",$0.075007,"9,709,775",*,"$11,307",-0.14%,34.47%
